Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s
B McCullum,37,31,961,56,29.93,806,119.23,0,7,0,93,40
M Gony,42,36,1404,72,29.65,1044,134.48,0,1,5,89,49
P Kumar,51,46,1794,58,34.19,1288,139.29,0,3,3,78,46
S Jakati,46,41,1558,67,35.98,1189,131.03,0,4,7,101,47
D Kulkarni,53,49,1862,49,35.26,1274,146.15,0,3,0,75,53
S Kaushik,41,36,1116,63,25.9,1008,110.71,0,0,3,87,51
G Gambhir,49,43,1376,69,27.76,1118,123.08,0,6,5,74,51
Y Pathan,40,34,1326,43,25.88,850,156,0,1,3,84,55
C Woakes,55,51,1938,65,34.93,1326,146.15,0,4,2,103,49
P Chawla,49,44,1408,63,34.04,1012,139.13,0,4,6,74,48
M Sharma,41,34,1054,76,41.17,884,119.23,0,7,8,97,40
P Negi,46,39,1482,72,28.84,1014,146.15,0,1,7,77,46
I Abdulla,57,53,2067,58,30.54,1537,134.48,0,2,8,97,40
A Tare,41,35,1120,48,29.23,805,139.13,0,7,1,76,52
A Mishra,37,32,1120,56,38.87,800,140,0,0,6,83,41
I Sharma,34,28,924,66,38.58,700,132,0,1,0,92,40
B Sran,35,28,896,64,41.53,672,133.33,0,3,5,90,45
S Marsh,46,42,1344,42,36.43,1092,123.08,0,2,8,96,55
G Singh,57,52,1716,46,25.11,1248,137.5,0,1,3,96,52
M Johnson,38,33,1122,62,25.4,858,130.77,0,6,2,96,52
A Nath,45,39,1443,60,36.7,936,154.17,0,7,8,84,47
S Agarwal,33,26,962,64,33.86,702,137.04,0,4,1,87,44
N Singh,41,37,1332,75,33.05,925,144,0,5,5,87,46
A Soni,43,37,1295,60,25.57,925,140,0,3,4,78,45
A Bawne,44,37,1258,63,27.62,999,125.93,0,7,0,92,52
I Pathan,42,38,1254,69,42.22,912,137.5,0,0,5,97,53
S Tiwary,40,36,1188,60,30.9,972,122.22,0,0,8,77,51
I Jaggi,42,38,1178,55,39.99,988,119.23,0,4,9,90,46
K Khejroliya,43,36,1224,73,30.59,936,130.77,0,2,4,101,44
B Laughlin,41,37,1406,44,29.92,999,140.74,0,6,4,103,55
M Vijay,45,39,1365,48,35,936,145.83,0,4,3,74,42
R Bhui,52,45,1440,66,28.07,1170,123.08,0,6,1,101,47
D Shorey,47,41,1312,47,25.92,1066,123.08,0,7,2,74,52
M Krishna,50,43,1333,47,32.15,1204,110.71,0,4,0,95,39
S Goswami,42,35,1330,42,36.79,840,158.33,0,7,7,82,39
P Chopra,52,48,1488,48,34.12,1104,134.78,0,5,5,99,53
J Scantlebury-Searles,33,27,864,51,25.47,756,114.29,0,0,9,85,39
C Ingram,49,42,1470,61,24.28,966,152.17,0,1,0,80,53
R Salam,57,51,1938,65,23.67,1275,152,0,2,0,82,40
G Viljoen,34,28,868,51,29.83,672,129.17,0,0,8,78,42
C Varun,39,32,1120,56,31.73,768,145.83,0,7,4,85,48
N Naik,45,40,1320,69,42.04,960,137.5,0,0,9,86,49
G Vihari,46,39,1404,66,33.89,1053,133.33,0,5,2,101,46
P Barman,42,38,1292,45,29.34,1064,121.43,0,3,2,93,40
S Midhun,41,37,1443,46,38.73,999,144.44,0,1,1,77,54
H Gurney,36,32,1152,65,40.84,736,156.52,0,0,2,79,41
S Lad,34,27,945,64,40.97,729,129.63,0,5,9,91,53
Y Raj,48,44,1408,55,35.91,1188,118.52,0,0,0,96,54
S Warrier,38,32,1248,74,33.29,864,144.44,0,2,7,86,48
J Pattinson,34,30,1020,64,31.07,750,136,0,4,1,91,41
J Philippe,54,48,1584,64,25.28,1248,126.92,0,7,3,94,41
C Green,49,42,1470,64,36.38,1008,145.83,0,5,1,87,48
M Kumar,46,40,1520,72,41.04,1080,140.74,0,7,6,97,44
R Patidar,35,29,1044,62,30.28,812,128.57,0,4,1,80,45
K Jamieson,51,44,1364,66,24.71,1188,114.81,0,1,7,98,55
J Saxena,56,50,1550,66,31.1,1350,114.81,0,7,1,98,44
L Meriwala,35,31,1209,52,25.78,744,162.5,0,7,4,88,46
K Bharat,56,51,1683,53,29.42,1275,132,0,4,9,97,46
G Garton,35,28,1092,50,33.13,728,150,0,5,0,82,43
B Sudharsan,42,36,1224,43,37.69,828,147.83,0,3,2,85,53
H Rana,37,30,1080,65,36.12,780,138.46,0,7,3,88,39
K Kartikeya,44,37,1295,64,27.49,1073,120.69,0,1,4,98,51
T Stubbs,39,32,1216,70,29.4,736,165.22,0,1,4,88,53
M Pathirana,44,37,1295,56,31.39,999,129.63,0,4,4,82,42
R Yadav,47,43,1462,74,33.94,1118,130.77,0,2,3,90,50
N Ojha,48,42,1596,70,39.34,1050,152,0,2,6,85,40
B Sharma,45,40,1520,68,31.2,1000,152,0,2,3,97,50
S Watson,56,51,1785,49,37.78,1479,120.69,0,1,8,76,39
S Baby,45,39,1248,66,33.36,1053,118.52,0,6,1,77,50
S Binny,52,47,1833,42,40.76,1128,162.5,0,6,0,82,53
S Aravind,48,44,1716,61,42.58,1276,134.48,0,2,5,78,47
A Choudhary,55,48,1632,53,24.78,1392,117.24,0,2,3,84,48
M Tiwary,41,36,1404,57,29.41,900,156,0,4,8,81,47
R Bhatia,34,30,930,65,30.34,870,106.9,0,1,0,99,46
A Dinda,42,38,1292,73,24.22,912,141.67,0,1,1,78,45
B McCullum,39,32,992,50,27.02,800,124,0,2,0,86,46
M Gony,34,27,837,50,31.12,756,110.71,0,7,0,103,43
P Kumar,41,34,1088,63,40.55,884,123.08,0,7,5,101,45
S Jakati,33,29,928,62,40.13,696,133.33,0,5,3,92,41
D Kulkarni,48,44,1716,68,34.63,1232,139.29,0,2,8,80,39
S Kaushik,36,31,1147,55,37.77,837,137.04,0,4,8,97,48
G Gambhir,48,42,1638,67,25.56,1134,144.44,0,0,7,77,45
Y Pathan,57,52,1612,60,39.42,1508,106.9,0,0,9,89,43
C Woakes,56,49,1911,50,32.91,1323,144.44,0,5,0,75,50
P Chawla,34,30,1170,57,37.67,840,139.29,0,3,9,95,54
M Sharma,39,32,1024,72,41.03,800,128,0,0,7,74,48
P Negi,46,42,1512,70,23.49,966,156.52,0,4,4,97,50
I Abdulla,38,31,1147,62,29.13,899,127.59,0,4,2,85,50
A Tare,36,29,899,43,33.94,754,119.23,0,5,1,91,40
A Mishra,40,36,1224,56,40.89,936,130.77,0,6,7,102,45
I Sharma,47,41,1558,46,28.43,1189,131.03,0,2,8,83,40
B Sran,56,51,1938,66,31.76,1173,165.22,0,3,1,85,50
S Marsh,52,48,1632,44,37.74,1200,136,0,0,0,86,48
G Singh,41,35,1120,75,42.29,910,123.08,0,3,9,94,44
M Johnson,46,40,1400,50,33.07,920,152.17,0,1,2,84,49
A Nath,41,35,1330,48,41.06,910,146.15,0,6,4,76,45
S Agarwal,37,30,1140,56,29.43,810,140.74,0,0,3,84,54
N Singh,53,46,1656,70,26.6,1288,128.57,0,7,3,96,46
A Soni,41,35,1120,70,34.71,945,118.52,0,0,3,87,40
A Bawne,48,43,1462,57,31.32,989,147.83,0,7,7,100,46
I Pathan,35,29,986,49,30.47,783,125.93,0,1,9,90,42
S Tiwary,37,32,1056,72,40.88,832,126.92,0,1,1,94,53
I Jaggi,51,46,1472,42,24,1196,123.08,0,7,7,89,43
K Khejroliya,43,36,1332,59,27.53,900,148,0,3,1,95,52
B Laughlin,33,28,924,50,23.69,784,117.86,0,3,1,96,51
M Vijay,53,49,1568,71,27.5,1421,110.34,0,5,9,96,42
R Bhui,44,38,1482,61,40.13,1064,139.29,0,1,9,102,53
D Shorey,33,28,896,46,30.51,672,133.33,0,7,5,98,45
M Krishna,53,49,1813,58,37.38,1323,137.04,0,2,2,88,46
S Goswami,40,36,1224,73,29.37,1008,121.43,0,6,5,88,47
P Chopra,53,48,1872,61,36.37,1248,150,0,6,8,100,51
J Scantlebury-Searles,52,46,1564,60,28.5,1150,136,0,6,1,93,51
C Ingram,41,37,1258,66,28.68,1036,121.43,0,5,3,79,43
R Salam,36,30,1170,45,26.03,720,162.5,0,2,6,100,40
G Viljoen,44,37,1406,60,35.46,1073,131.03,0,7,0,74,42
C Varun,49,45,1530,45,33.4,1305,117.24,0,4,9,89,39
N Naik,50,46,1702,62,39.81,1242,137.04,0,5,0,82,53
G Vihari,34,28,1064,48,35.38,644,165.22,0,4,6,102,52
P Barman,37,33,1056,62,34.63,924,114.29,0,2,3,101,43
S Midhun,36,31,1085,49,34.55,868,125,0,4,5,100,55
H Gurney,55,48,1824,58,30.85,1248,146.15,0,3,9,79,40
S Lad,35,31,1178,72,25.46,775,152,0,6,9,80,42
Y Raj,53,46,1426,52,38.83,1242,114.81,0,1,1,80,48
S Warrier,33,26,884,48,34.63,650,136,0,7,7,100,52
J Pattinson,42,38,1444,71,31.92,988,146.15,0,1,1,84,47
J Philippe,57,53,1908,75,26.62,1325,144,0,0,2,99,48
C Green,50,45,1620,43,33.37,1215,133.33,0,4,6,85,51
M Kumar,43,37,1258,58,31.58,999,125.93,0,7,6,86,46
R Patidar,51,45,1485,61,40.96,1215,122.22,0,4,5,88,41
K Jamieson,55,49,1715,59,41.88,1421,120.69,0,1,7,98,50
J Saxena,52,45,1575,63,36.75,1080,145.83,0,2,3,103,54
L Meriwala,57,51,1836,56,37.05,1377,133.33,0,0,5,91,46
K Bharat,56,50,1600,75,40.15,1250,128,0,1,5,101,43
G Garton,52,45,1440,76,27.93,1215,118.52,0,0,3,103,54
B Sudharsan,54,49,1519,58,26.48,1372,110.71,0,0,1,92,46
H Rana,48,42,1596,72,28.27,1008,158.33,0,0,0,90,42
K Kartikeya,44,39,1482,55,42.19,1092,135.71,0,5,3,95,49
T Stubbs,49,43,1419,47,37.55,1161,122.22,0,2,8,77,52
M Pathirana,47,41,1271,75,39.76,1066,119.23,0,0,5,99,49
R Yadav,55,50,1600,75,27.15,1250,128,0,0,1,95,47
N Ojha,36,32,1152,69,40.69,896,128.57,0,2,3,88,51
S Watson,53,49,1764,58,33.76,1421,124.14,0,3,3,82,39
S Baby,45,40,1280,61,37.51,960,133.33,0,3,9,84,41
S Binny,55,48,1680,55,27.58,1200,140,0,3,6,100,39
M Tiwary,53,48,1632,60,27.3,1200,136,0,1,9,83,50
B McCullum,46,40,1480,62,37.32,1120,132.14,0,1,2,80,52
S Kaushik,38,33,1287,76,30.2,924,139.29,0,7,5,80,55
G Gambhir,42,38,1254,75,37.33,912,137.5,0,5,8,76,39
P Chawla,57,53,1961,73,38.96,1484,132.14,0,0,6,94,53
P Negi,56,49,1666,74,36.71,1323,125.93,0,3,2,101,50
A Mishra,51,45,1530,52,25.11,1215,125.93,0,3,7,85,55
B Sran,47,42,1302,59,29.48,1092,119.23,0,2,3,75,51
M Johnson,45,41,1435,75,35.34,1107,129.63,0,5,9,87,54
A Soni,57,52,1820,60,37.21,1404,129.63,0,1,5,99,49
S Tiwary,51,44,1364,59,30.6,1232,110.71,0,0,4,81,44
M Vijay,53,47,1645,65,23.6,1316,125,0,4,7,103,49
R Bhui,45,41,1435,55,33.74,1107,129.63,0,6,2,93,51
D Shorey,40,35,1225,73,39.04,875,140,0,7,8,95,55
J Scantlebury-Searles,44,38,1330,71,33.44,1026,129.63,0,1,4,91,47
C Ingram,54,50,1600,47,24.77,1250,128,0,7,1,83,53
R Salam,47,42,1596,60,39.11,1176,135.71,0,3,8,79,47
C Varun,46,40,1440,63,33.3,1040,138.46,0,3,3,92,43
G Vihari,44,39,1521,50,37.55,1131,134.48,0,1,6,95,49
S Midhun,38,32,992,60,24.21,736,134.78,0,2,4,87,43
H Gurney,51,47,1739,42,37.39,1128,154.17,0,2,7,98,52
Y Raj,48,44,1584,54,37.63,1188,133.33,0,7,0,98,40
J Pattinson,57,53,1802,64,24.55,1272,141.67,0,1,8,99,49
J Philippe,52,46,1610,65,35.98,1242,129.63,0,4,0,87,55
R Patidar,56,51,1785,68,39.32,1224,145.83,0,2,2,75,45
G Garton,53,46,1426,42,30.56,1104,129.17,0,2,5,95,44
T Stubbs,42,37,1147,52,31.04,925,124,0,5,4,83,53
